id,Word,Frequency
1636,девять,77
1637,слуху,66
1638,друга,264
1639,заезжая,11
1640,делам,77
1641,службы,22
1642,к—,88
1643,ой,242
1644,уезд,55
1645,заворачивал,11
1646,хутора,44
1647,чтобы,1463
1648,повидаться,22
1649,матушкой,22
1650,взглянуть,11
1651,утлое,11
1652,хозяйство,33
1653,познакомилась,22
1654,стюартом,11
1655,яковлевичем,11
1656,деном,33
1657,женою,209
1658,всяком,55
1659,свидании,11
1660,мной,418
1661,могла,220
1662,нахвалиться,33
1663,своими,407
1664,новыми,22
1665,соседями,11
1666,особенно,297
1667,она,7854
1668,небес,22
1669,превозносила,11
1670,говорила,550
1671,настоящий,66
1672,умный,66
1673,рассудительный,11
1674,аккуратный,11
1675,порядок,77
1676,издержать,11
1677,оставить,55
1678,одним,220
1679,дурацкого,11
1680,воспитания,33
1681,другие,374
1682,соседи,11
1683,ума,187
1684,просто,539
1685,пословицу,11
1686,«ден,11
1687,такто,297
1688,делать,594
1689,советует»,11
1690,слов,143
1691,анекдотам,11
1692,конца,66
1693,повествуют,11
1694,отменилось,22
1695,княжеских,11
1696,имениях,11
1697,стюарта,11
1698,яковлевича,11
1699,отъявленных,11
1700,воров,33
1701,нашем,110
1702,крае,22
1703,урожай,22
1704,определил,22
1705,известных,22
1706,лентяев,11
1707,поделал,11
1708,надсмотрщиками,11
1709,работам,22
1710,нескольку,11
1711,бывших,22
1712,остроге,44
1713,назначил,11
1714,экономы,11
1715,ключники,11
1716,ларечники,11
1717,идет,363
1718,округ,11
1719,завидует,11
1720,«вот,198
1721,докато,11
1722,мужиков,165
1723,явился»,11
1724,самому,132
1725,посмотреть,242
1726,рахманские,33
1727,диковины,11
1728,приходилось,33
1729,временем,198
1730,минул,44
1731,наступила,33
1732,зима,33
1733,4,132
1734,вечером,385
1735,декабря,44
1736,жандарм,11
1737,принес,55
1738,записку,22
1739,которою,99
1740,дежурный,33
1741,позже,33
1742,одиннадцать,22
1743,часов,121
1744,губернатору,99
1745,здешний,22
1746,уроженец,11
1747,губернатор,165
1748,зову,44
1749,утвердительно,33
1750,живали,22
1751,ом,11
1752,уезде,55
1753,провел,44
1754,детство,22
1755,родное,22
1756,гнездо,22
1757,знакомых,55
1758,спрашивать,55
1759,«что,660
1760,лихо»,22
1761,подумал,209
1762,выдерживая,11
1763,допрос,11
1764,просьба,33
1765,пишет,55
1766,парижа,22
1767,князь,77
1768,кулагин,22
1769,послал,176
1770,здешние,22
1771,англичанина,33
1772,сведущего,11
1773,известного,55
1774,князю,22
1775,отличной,11
1776,огребется,11
1777,жалоб,11
1778,сделайте,44
1779,милость,198
1780,службу,44
1781,дружбу,66
1782,съездите,11
1783,разузнайте,11
1784,совести,88
1785,дайте,77
1786,случай,198
1787,поступить,55
1788,город,330
1789,утреннему,11
1790,чаю,143
1791,матери,352
1792,жалобах,11
1793,ских,11
1794,крестьян,110
1795,опрашиваю,22
1796,матушку,11
1797,«не,418
1798,слыхали,33
1799,живут,154
1800,мужики»,11
1801,слыхала,66
1802,стюарте,11
1803,яковлевиче,11
1804,строг,33
1805,горяч,11
1806,порядке,55
1807,разумеется,440
1808,спрашивает,187
1809,сечет,33
1810,розог,66
1811,помине,22
1812,секут,22
1813,сходке,22
1814,мирской,22
1815,воле,44
1816,какиенибудь,33
1817,делишки,33
1818,неаккуратно,11
1819,ведет,132
1820,начатьто,11
1821,красненьким,11
1822,повязочкам,11
1823,равнодушен,22
1824,полно,297
1825,сделай,198
1826,проговорила,451
1827,матушка,583
1828,сердитесьто,11
1829,глупости,121
1830,бывает,198
1831,подумай,44
1832,женатый,22
1833,родная,77
1834,иной,231
1835,женатому,44
1836,невесть,55
1837,хуже,341
1838,холостого,11
1839,снится,11
1840,эй,132
1841,крикнула,231
1842,плохо,176
1843,скрывая,22
1844,улыбку,11
1845,нибудь,33
1846,угодил,11
1847,угождатьто,11
1848,галманы,33
1849,баловство,55
1850,воровство,33
1851,5,132
1852,объехал,11
1853,соседние,22
1854,николин,11
1855,ярмарка,33
1856,зашел,132
1857,поповку,11
1858,побеседовал,11
1859,духовными,11
1860,стараясь,77
1861,речами,22
1862,чтонибудь,286
1863,причинах,11
1864,неудовольствия,11
1865,ответ,132
1866,стюарт,33
1867,яковлевич,33
1868,управитель,44
1869,какого,264
1870,свете,407
1871,отец,990
1872,верно,264
1873,самом,572
1874,деле,594
1875,врут,22
1876,губернский,11
1877,городе,253
1878,заехал,11
1879,всякой,110
1880,цели,33
1881,старому,44
1882,приятелю,33
1883,покойного,66
1884,отца,319
1885,купцу,33
1886,рукавичникову,11
1887,обогреться,11
1888,старика,165
1889,чайком,22
1890,пока,748
1891,приведут,11
1892,отпустить,22
1893,обеда,121
1894,«у,55
1895,сегодня,286
1896,младший,44
1897,сынок,22
1898,именинник,11
1899,пирог,33
1900,печи,99
1901,пущу,33
1902,думай,44
1903,призову,11
1904,старуху,88
1905,невестками,11
1906,велю,33
1907,кланяться»,11
1908,оставаться,44
1909,чайку,77
1910,попьем,11
1911,рукавичников,88
1912,подали,77
1913,мезонин,11
1914,брюхастый,22
1915,засели,11
1916,волей,44
1917,неволей,22
1918,своей,1210
1919,охотой,33
1920,уселись,44
1921,запарил,11
1922,покрыл,22
1923,чайник,11
1924,белым,99
1925,полотенцем,22
1926,петр,88
1927,ананьич,55
1928,скромный,22
1929,пальцев,33
1930,пустое,99
1931,мудреное,33
1932,рассказал,77
1933,поручение,22
1934,внимательно,66
1935,рассказа,99
1936,улыбался,55
1937,кончил,22
1938,знаете,187
1939,сударь,319
1940,нем,385
1941,скажете,22
1942,разведя,11
1943,хороший,209
1944,честный,110
1945,покору,11
1946,капли,66
1947,жалуютсято,11
1948,сказать…,22
1949,хорош,88
1950,похуже,11
1951,жалобы,55
1952,нутру,33
1953,мужикам,44
1954,нутруто,11
1955,порядки,99
1956,терпеть,187
1957,любим,11
1958,работой,11
1959,отягощает,11
1960,добиваюсь,11
1961,рукавичникова,22
1962,отягощение,11
1963,вдвое,77
1964,против,517
1965,прежнего,88
1966,легче…,11
1967,постой,198
1968,мужичонко,22
1969,рахмановский,11
1970,чегото,77
1971,приплелся,11
1972,ей,3058
1973,филат,99
1974,крикнул,605
1975,форточку,11
1976,гусли,22
1977,заведем,11
1978,закрыв,33
1979,усевшись,66
1980,столик,55
1981,комнату,286
1982,влез,11
1983,маленький,165
1984,подслеповатый,11
1985,мужичок,110
1986,гноящимися,11
1987,глазками,33
1988,креститься,11
1989,образа,44
1990,здравствуй,187
1991,егорыч,77
1992,дав,11
1993,мужику,11
1994,окреститься,11
1995,живешьможешь,44
1996,ась,33
1997,мол,682
1998,живешь,77
1999,сла,11
2000,богу,275
2001,живем,55
2002,здорово,66
2003,довольны,33
2004,довольнымито,11
2005,худо,99
2006,вольготно,11
2007,показывается,88
2008,ль,286
2009,изобидел,11
2010,завод,55
2011,затеял,33
2012,строить,33
2013,заработки,11
2014,украину,55
2015,пущает,44
2016,никого,330
2017,плотника,11
2018,пустил,66
2019,нехорошо,187
2020,хорошество,11
2021,барину,44
2022,жалились,11
2023,прошения,11
2024,послали,66
2025,никакой,209
2026,лизируции,11
2027,горе,506
2028,маемся,11
2029,эстаким,11
